"MOVIEID","TITLE","YEAR","ADULT_FLAG","IMDBRATINGS","ROTTENTOMATOESRATINGS"
"tt5344794","Sniper: Special Ops",2016,"Adult",30,49
"tt5360996","Mary Magdalene",2018,"Adult",59,63
"tt5371168","The Extraordinary Journey of the Fakir",2018,"Non-Adult",68,60
"tt5377564","U Turn",2016,"Adult",74,59
"tt5397194","Anon",2018,"Adult",61,69
"tt5427194","The Miracle Season",2018,"Non-Adult",65,60
"tt5439796","Logan Lucky",2017,"Non-Adult",70,77
"tt5442456","24 Hours to Live",2017,"Adult",58,64
"tt5442884","Hope Dances",2017,"Non-Adult",57,39
"tt5451244","The Motive",2017,"Adult",65,63
"tt5451640","Secrets of Deception",2017,"Adult",43,44
"tt5456546","Judwaa 2",2017,"Non-Adult",37,51
"tt5457484","Cabin 28",2017,"Adult",33,45
"tt5460548","Corporate",2017,"Non-Adult",65,48
"tt5462602","The Big Sick",2017,"Adult",75,79
"tt5467554","Daphne",2017,"Adult",60,62
"tt5472374","Meri Pyaari Bindu",2017,"Non-Adult",61,59
"tt5474042","Half Girlfriend",2017,"Non-Adult",47,55
"tt5474644","My Little Pony: Equestria Girls - Legend of Everfree",2016,"Non-Adult",65,55
"tt5478478","Hostiles",2017,"Adult",72,76
"tt5501104","Border",2018,"Adult",70,68
"tt5507934","Lo más sencillo es complicarlo todo",2018,"Non-Adult",38,33
"tt5510970","Bill Frisell: A Portrait",2017,"Adult",73,66
"tt5512872","Be Somebody",2016,"Non-Adult",56,54
"tt5519340","Bright",2017,"Adult",63,76
"tt5519566","The First Monday in May",2016,"Non-Adult",71,56
"tt5521550","Dirty 30",2016,"Non-Adult",55,55
"tt5523010","The Nutcracker and the Four Realms",2018,"Non-Adult",56,65
"tt5524630","The Brave",2019,"Adult",52,49
"tt5536610","Private Life",2018,"Adult",72,67
"tt5539054","You Get Me",2017,"Adult",47,52
"tt5541002","Pachamama",2018,"Non-Adult",68,57
"tt5541240","To the Bone",2017,"Adult",67,69
"tt5556054","Four Kids and It",2020,"Non-Adult",51,52
"tt5565254","Wetlands",2017,"Adult",44,45
"tt5566790","A Futile and Stupid Gesture",2018,"Adult",67,75
"tt5577494","Clemency",2019,"Adult",65,60
"tt5579356","Dogged",2017,"Adult",34,37
"tt5579982","Apple of My Eye",2017,"Non-Adult",56,46
"tt5580390","The Shape of Water",2017,"Adult",73,82
"tt5580392","Amateur",2018,"Adult",59,66
"tt5580536","Arsenal",2017,"Adult",40,53
"tt5592248","The Beguiled",2017,"Adult",63,70
"tt5595168","Kingsglaive: Final Fantasy XV",2016,"Non-Adult",67,67
"tt5598110","In the Shadow of Iris",2016,"Adult",61,52
"tt5598216","Team Foxcatcher",2016,"Non-Adult",72,85
"tt5598292","Polaroid",2019,"Non-Adult",52,60
"tt5608972","Bir Baba Hindu",2016,"Non-Adult",26,38
"tt5609150","The Promise",2016,"Non-Adult",97,68
"tt5610626","Dragonheart: Battle for the Heartfire",2017,"Non-Adult",53,53
"tt5616176","2 Hearts",2020,"Non-Adult",63,62
"tt5616294","Spinning Man",2018,"Adult",57,61
"tt5622412","Black Water",2018,"Adult",47,54
"tt5629084","Superpower Dogs",2019,"Non-Adult",76,56
"tt5629524","Beyond the Edge",2018,"Non-Adult",45,53
"tt5638642","The Ritual",2017,"Adult",64,83
"tt5639898","Social Animals",2018,"Adult",53,53
"tt5640450","ARQ",2016,"Adult",63,74
"tt5649144","The Florida Project",2017,"Adult",76,77
"tt5655222","The Hero",2017,"Adult",65,63
"tt5666304","The Little Hours",2017,"Adult",58,64
"tt5667482","Izzie's Way Home",2016,"Non-Adult",16,38
"tt5673714","First We Take Brooklyn",2018,"Adult",41,45
"tt5687040","Ismael's Ghosts",2017,"Adult",55,53
"tt5687270","The Corrupted",2019,"Adult",57,53
"tt5688868","Primal Rage",2018,"Adult",50,53
"tt5688932","Sorry to Bother You",2018,"Adult",69,73
"tt5688996","Alex Strangelove",2018,"Adult",63,64
"tt5689068","Killing Gunther",2017,"Adult",48,57
"tt5692390","Status Update",2018,"Non-Adult",58,60
"tt5696326","Running for Grace",2018,"Non-Adult",61,54
"tt5698568","1898: Our Last Men in the Philippines",2016,"Non-Adult",65,56
"tt5700672","Train to Busan",2016,"Non-Adult",76,81
"tt5702446","God Bless the Broken Road",2018,"Non-Adult",58,50
"tt5704748","Becoming Cary Grant",2017,"Non-Adult",66,70
"tt5704912","A Cowgirl's Story",2017,"Non-Adult",56,51
"tt5710042","Mercy",2016,"Non-Adult",42,37
"tt5710514","I Don't Feel at Home in This World Anymore",2017,"Adult",69,70
"tt5714320","Let's Dance",2019,"Adult",64,51
"tt5715066","Mortal",2020,"Adult",59,64
"tt5715874","The Killing of a Sacred Deer",2017,"Adult",70,76
"tt5717492","Small Crimes",2017,"Adult",58,58
"tt5719700","Home Again",2017,"Non-Adult",58,67
"tt5723286","Wheelman",2017,"Adult",64,79
"tt5723774","Hotel Coolgardie",2016,"Adult",68,57
"tt5727208","Uncut Gems",2019,"Adult",74,80
"tt5737862","Landline",2017,"Adult",64,58
"tt5740806","Coin Heist",2017,"Non-Adult",48,48
"tt5741304","Jailbreak",2017,"Adult",54,58
"tt5742374","You Were Never Really Here",2017,"Adult",67,74
"tt5743858","25 Kille",2016,"Non-Adult",57,41
"tt5755912","Barcelona: A Love Untold",2016,"Non-Adult",66,52
"tt5770430","Ozzy",2016,"Non-Adult",52,58
"tt5770620","The Lovers",2017,"Adult",61,54
"tt5773986","Studio 54",2018,"Adult",70,61
"tt5774062","Spontaneous",2020,"Adult",65,66
"tt5783956","When We First Met",2018,"Non-Adult",64,75
"tt5785116","Begum Jaan",2017,"Adult",56,50
"tt5788462","Rocco",2016,"Adult",57,54
"tt5789976","King of Thieves",2018,"Adult",56,61
"tt5792656","Running with the Devil",2019,"Adult",54,59
"tt5795086","Gemini",2017,"Adult",54,55
"tt5804412","Landline",2017,"Adult",63,58
"tt5809020","Handsome: A Netflix Mystery Movie",2017,"Non-Adult",52,45
"tt5813366","Bleeding Steel",2017,"Adult",52,61
"tt5814408","A Witches' Ball",2017,"Non-Adult",50,40
"tt5816374","Band Aid",2017,"Adult",66,63
"tt5817548","Ice Princess Lily",2018,"Non-Adult",53,43
"tt5818722","Nasha Natasha",2020,"Non-Adult",65,47
"tt5825380","Wonder Wheel",2017,"Non-Adult",62,65
"tt5826432","Burning Sands",2017,"Adult",60,68
"tt5827360","Catching Feelings",2017,"Adult",57,45
"tt5827790","Unknown Origins",2020,"Adult",61,59
"tt5829032","Camp Cold Brook",2018,"Adult",44,48
"tt5829040","Fun Mom Dinner",2017,"Adult",53,57
"tt5831402","The Feels",2017,"Adult",51,57
"tt5834760","Look Away",2018,"Adult",58,64
"tt5834854","Mary",2019,"Adult",45,53
"tt5843876","Chemical Hearts",2020,"Adult",63,64
"tt5848272","Ralph Breaks the Internet",2018,"Non-Adult",70,79
"tt5848416","Walk. Ride. Rodeo.",2019,"Non-Adult",65,52
"tt5851786","Gnome Alone",2017,"Non-Adult",56,51
"tt5862166","The Poison Rose",2019,"Adult",48,57
"tt5862312","Veronica",2017,"Adult",62,81
"tt5865326","The Laundromat",2019,"Adult",63,71
"tt5881528","Damsel",2018,"Adult",55,57
"tt5884230","Brad's Status",2017,"Adult",65,65
"tt5884234","First Kill",2017,"Adult",50,58
"tt5884960","Home",2015,"Non-Adult",84,74
"tt5886440","Marrowbone",2017,"Adult",67,68
"tt5886842","Remembering Leonard: His Life, Legacy and Battle with COPD",2017,"Non-Adult",77,44
"tt5889204","Pokémon the Movie: Volcanion and the Mechanical Marvel",2016,"Non-Adult",59,54
"tt5891626","Ordinary People",2016,"Adult",73,56
"tt5893332","Sandy Wexler",2017,"Non-Adult",53,62
"tt5895028","13th",2016,"Adult",82,76
"tt5895892","The Last Descent",2016,"Non-Adult",55,53
"tt5902484","Kaatru Veliyidai",2017,"Non-Adult",58,42
"tt5913798","Wounds",2019,"Adult",41,55
"tt5914996","No Game No Life: Zero",2017,"Adult",73,64
"tt5929654","Think Like a Dog",2020,"Non-Adult",52,55
"tt5929754","Wildlife",2018,"Non-Adult",68,69
"tt5929776","Before the Flood",2016,"Non-Adult",82,74
"tt5946128","Dear Zindagi",2016,"Non-Adult",74,66
"tt5946668","4/20 Massacre",2018,"Adult",37,47
"tt5952332","Amanda Knox",2016,"Adult",69,69
"tt5956100","Tiger Zinda Hai",2017,"Non-Adult",59,72
"tt5959952","Mission Control: The Unsung Heroes of Apollo",2017,"Non-Adult",75,58
"tt5960374","Vox Lux",2018,"Adult",59,62
"tt5962210","Ingrid Goes West",2017,"Adult",66,70
"tt5968274","The Angel",2018,"Adult",67,75
"tt5969180","I Hate Kids",2019,"Non-Adult",51,51
"tt5978822","The Wedding Party",2016,"Non-Adult",59,54
"tt5985288","Sour Apples",2016,"Non-Adult",71,57
"tt5985820","A Chaster Marriage",2016,"Non-Adult",54,46
"tt5989218","Life Itself",2018,"Adult",69,68
"tt5990066","Bad Match",2017,"Adult",56,56
"tt5997666","Jab Harry Met Sejal",2017,"Non-Adult",51,55
"tt5998744","S Storm",2016,"Non-Adult",52,29
"tt5999530","Before We Vanish",2017,"Adult",62,54
"tt6003368","Diary of a Wimpy Kid: The Long Haul",2017,"Non-Adult",43,58
"tt6009140","Wedding Unplanned",2017,"Non-Adult",61,55
"tt6012380","Ordinary Love",2019,"Adult",66,60
"tt6014472","S.W.A.T.: Under Siege",2017,"Adult",46,53
"tt6016744","The Edge of Democracy",2019,"Non-Adult",73,83
"tt6018306","Last Flag Flying",2017,"Adult",69,67
"tt6021694","The Outdoorsman",2017,"Non-Adult",54,37
"tt6032076","Polar",2019,"Adult",71,73
"tt6035292","Happy Birthday",2016,"Adult",36,50
"tt6045466","Madame",2017,"Non-Adult",61,59
"tt6048930","Naked",2017,"Non-Adult",54,57
"tt6053948","Sunday's Illness",2018,"Non-Adult",69,72
"tt6055082","My Pet Dinosaur",2017,"Non-Adult",41,48
"tt6060156","Toc Toc",2017,"Non-Adult",68,62
"tt6061074","First Match",2018,"Adult",64,72
"tt6062774","Monos",2019,"Adult",68,65
"tt6063090","Light of My Life",2019,"Adult",66,65
"tt6067832","Batman & Bill",2017,"Non-Adult",79,61
"tt6072400","The Promise",2016,"Non-Adult",50,68
"tt6091368","Secondhand Hearts",2017,"Non-Adult",53,36
"tt6095472","The Angry Birds Movie 2",2019,"Non-Adult",64,67
"tt6097002","Toro",2016,"Non-Adult",67,52
"tt6103292","Lock",2016,"Non-Adult",60,40
"tt6105774","The Reliant",2019,"Non-Adult",33,42
"tt6107548","Late Night",2019,"Adult",65,84
"tt6110504","Becoming Bond",2017,"Adult",75,78
"tt6116568","Making a Killing",2018,"Adult",52,37
"tt6116856","The Night Comes for Us",2018,"Adult",69,87
"tt6119856","Irreplaceable You",2018,"Adult",64,66
"tt6141246","The Aeronauts",2019,"Non-Adult",66,71
"tt6142496","6 Balloons",2018,"Adult",59,69
"tt6149154","Waiting for the Barbarians",2019,"Non-Adult",60,60
"tt6155172","Roma",2018,"Adult",76,94
"tt6155456","Juanita",2019,"Adult",61,54
"tt6163142","Grace",2018,"Non-Adult",57,47
"tt6173902","Hulk: Where Monsters Dwell",2016,"Non-Adult",54,51
"tt6176928","Whose Streets?",2017,"Adult",60,55
"tt6185286","Saving Capitalism",2017,"Non-Adult",68,73
"tt6186696","The Most Assassinated Woman in the World",2018,"Adult",54,58
"tt6186910","Imaikkaa Nodigal",2018,"Non-Adult",73,57
"tt6189022","Angel Has Fallen",2019,"Adult",64,75
"tt6193408","A Shaun the Sheep Movie: Farmageddon",2019,"Non-Adult",68,86
"tt6196936","The Kill Team",2019,"Adult",60,61
"tt6197400","Cross: Rise of the Villains",2019,"Adult",20,38
"tt6198246","The Great War",2019,"Adult",41,47
"tt6199572","Capone",2020,"Adult",47,56
"tt6200274","Hajwala: The Missing Engine",2016,"Non-Adult",20,32
"tt6204340","Bullet Head",2017,"Adult",54,59
"tt6205872","Assassination Nation",2018,"Adult",60,64
"tt6208096","Modern Prodigal",2019,"Non-Adult",48,32
"tt6212478","American Animals",2018,"Adult",70,72
"tt6212496","Mr. Roosevelt",2017,"Adult",62,56
"tt6213294","¡Ay, mi madre!",2019,"Adult",39,41
"tt6214928","1922",2017,"Adult",62,84
"tt6217306","Apostle",2018,"Adult",63,68
"tt6218358","Calibre",2018,"Adult",68,84
"tt6222118","The Doorman",2020,"Adult",47,59
"tt6224502","Boarding School",2018,"Adult",59,56
"tt6225520","The Man Who Invented Christmas",2017,"Non-Adult",70,65
"tt6228640","The Horse Dancer",2017,"Non-Adult",47,40
"tt6243140","Ravenous",2017,"Adult",58,76
"tt6245644","Before All Others",2016,"Non-Adult",51,36
"tt6245710","Black Ballerina",2016,"Non-Adult",75,41
"tt6246534","Miss Virginia",2019,"Non-Adult",72,51
"tt6250650","Halloween Party",2019,"Non-Adult",51,48
"tt6261048","Love, Kennedy",2017,"Non-Adult",68,49
"tt6263642","Generation Iron 2",2017,"Non-Adult",61,52
"tt6265828","A Ghost Story",2017,"Adult",68,74
"tt6266538","Vice",2018,"Adult",72,76
"tt6268734","Holly Star",2018,"Non-Adult",52,44
"tt6269368","The Clovehitch Killer",2018,"Non-Adult",65,70
"tt6269658","Monster Island",2017,"Non-Adult",48,43
"tt6272828","Mubarakan",2017,"Non-Adult",56,57
"tt6280328","Raju Gari Gadhi 2",2017,"Adult",53,44
"tt6288124","Don't Worry, He Won't Get Far on Foot",2018,"Adult",68,68
"tt6288694","Acts of Vengeance",2017,"Adult",57,61
"tt6290418","To Each, Her Own",2018,"Adult",54,45
"tt6290736","Wheeler",2017,"Non-Adult",60,47
"tt6292852","I Am Mother",2019,"Non-Adult",67,89
"tt6299040","The Ghazi Attack",2017,"Non-Adult",75,77
"tt6303866","Beach Rats",2017,"Adult",64,63
"tt6306064","Adrift",2018,"Non-Adult",66,70
"tt6306568","Wild Kratts: Creatures of the Deep Sea",2016,"Non-Adult",75,39
"tt6317962","Fireworks",2017,"Non-Adult",56,55
"tt6324278","Abominable",2019,"Non-Adult",70,73
"tt6333052","Casting JonBenet",2017,"Non-Adult",61,59
"tt6333060","Icarus",2017,"Adult",79,75
"tt6333064","Nobody Speak: Trials of the Free Press",2017,"Non-Adult",64,69
"tt6333072","Joshua: Teenager vs. Superpower",2017,"Non-Adult",73,75
"tt6333086","Menashe",2017,"Non-Adult",66,55
"tt6333088","Legion of Brothers",2017,"Non-Adult",61,55
"tt6342110","Spivak",2018,"Adult",57,48
"tt6346162","Newsies: The Broadway Musical",2017,"Non-Adult",82,69
"tt6348138","Missing Link",2019,"Non-Adult",67,68
"tt6352548","Poster Boys",2017,"Non-Adult",54,44
"tt6357074","Pup Star: Better 2Gether",2017,"Non-Adult",45,41
"tt6378710","Villains",2019,"Adult",63,62
"tt6379314","Let It Fall: Los Angeles 1982-1992",2017,"Adult",78,56
"tt6390668","Invisible Life",2019,"Adult",77,85
"tt6394270","Bombshell",2019,"Adult",68,76
"tt6412452","The Ballad of Buster Scruggs",2018,"Non-Adult",72,92
"tt6423886","Happy Anniversary",2018,"Adult",57,55
"tt6428150","High Strung Free Dance",2018,"Non-Adult",68,69
"tt6433832","The Tree of Blood",2018,"Adult",64,64
"tt6436726","7500",2019,"Adult",63,75
"tt6443294","Blaze",2018,"Adult",66,60
"tt6444140","Time Share",2018,"Adult",59,71
"tt6445414","The Coldest Game",2019,"Adult",62,60
"tt6450804","Terminator: Dark Fate",2019,"Adult",62,76
"tt6452332","Lu Over the Wall",2017,"Non-Adult",68,58
"tt6452574","Sanju",2018,"Adult",76,74
"tt6456222","Nostalgia",2018,"Adult",56,51
"tt6456326","Monsters of Man",2020,"Adult",54,60
"tt6460528","The Blackout",2019,"Adult",46,66
"tt6463468","Beast",2018,"Adult",58,65
"tt6469960","An Imperfect Murder",2017,"Adult",29,38
"tt6472116","Bayonet",2018,"Adult",56,59
"tt6473066","Clouds",2020,"Non-Adult",75,60
"tt6494358","Clive Davis: The Soundtrack of Our Lives",2017,"Non-Adult",75,50
"tt6494418","Siberia",2018,"Non-Adult",43,60
"tt6506146","The 3rd Eye",2017,"Adult",51,46
"tt6508228","Ghosts of War",2020,"Adult",56,60
"tt6510332","McQueen",2018,"Adult",77,66
"tt6511932","The Beach Bum",2019,"Adult",55,62
"tt6512300","Death of a Child",2017,"Non-Adult",64,44
"tt6513656","Escape Plan 2: Hades",2018,"Adult",39,59
"tt6516314","Piercing",2018,"Adult",55,58
"tt6516590","Cold Zone",2017,"Non-Adult",36,43
"tt6518270","An Evening with Beverly Luff Linn",2018,"Adult",58,59
"tt6521876","Jay and Silent Bob Reboot",2019,"Adult",56,65
"tt6523720","The Quake",2018,"Non-Adult",62,65
"tt6527456","Asphalt Burning",2020,"Non-Adult",52,50
"tt6527586","Close Enemies",2018,"Adult",64,54
"tt6543652","Cold War",2018,"Adult",75,72
"tt6555772","Love, Surreal and Odd",2017,"Non-Adult",56,47
"tt6559576","Selfie Dad",2020,"Non-Adult",45,40
"tt6560164","Sweetheart",2019,"Non-Adult",58,62
"tt6566830","Most Likely to Murder",2018,"Adult",52,50
"tt6573444","Human Flow",2017,"Non-Adult",72,55
"tt6574146","Blame!",2017,"Non-Adult",66,62
"tt6580564","102 Not Out",2018,"Non-Adult",74,75
"tt6587640","Trolls World Tour",2020,"Non-Adult",61,69
"tt6588966","Hichki",2018,"Non-Adult",75,59
"tt6593054","Drive",2019,"Non-Adult",32,50
"tt6595896","Pokémon the Movie: I Choose You!",2017,"Non-Adult",63,62
"tt6598238","Life in a Year",2020,"Non-Adult",63,68
"tt6598626","Take Me",2017,"Adult",61,57
"tt6599184","The Delegation",2018,"Non-Adult",66,45
"tt6599742","Sara's Notebook",2018,"Adult",59,52
"tt6608138","I See You",2017,"Non-Adult",75,55
"tt6611578","Motor Mitraan Di",2016,"Non-Adult",63,42
"tt6612946","Changeland",2019,"Adult",57,55
"tt6643972","Triple Threat",2019,"Adult",56,62
"tt6679412","Forgive Us Our Debts",2018,"Adult",62,46
"tt6679794","Outlaw King",2018,"Adult",69,72
"tt6685596","Maya the Bee: The Honey Games",2018,"Non-Adult",55,50
"tt6688136","Expedition Happiness",2017,"Non-Adult",59,50
"tt6692354","Ittefaq",2017,"Non-Adult",72,80
"tt6704776","The Photographer of Mauthausen",2018,"Adult",68,76
"tt6704898","Elisa & Marcela",2019,"Adult",67,55
"tt6708116","Bad Seeds",2018,"Adult",72,62
"tt6714534","Get Me Roger Stone",2017,"Non-Adult",73,81
"tt6727296","Bhaagamathie",2018,"Non-Adult",69,52
"tt6736198","Ready to Mingle",2019,"Adult",59,57
"tt6742252","The Guilty",2018,"Adult",75,73
"tt6744044","Candy Jar",2018,"Non-Adult",58,57
"tt6749318","Speed Kills",2018,"Adult",43,50
"tt6751668","Parasite",2019,"Adult",85,88
"tt6752992","Happy as Lazzaro",2018,"Non-Adult",75,85
"tt6759506","King Lear",2018,"Non-Adult",66,75
"tt6769280","Time Freak",2018,"Non-Adult",58,61
"tt6769508","Steel Rain",2017,"Adult",71,61
"tt6772802","Hillbilly Elegy",2020,"Adult",67,72
"tt6772804","Escape Plan: The Extractors",2019,"Adult",44,59
"tt6774588","Curtiz",2018,"Adult",61,58
"tt6776106","And Breathe Normally",2018,"Non-Adult",70,76
"tt6788942","Bad Genius",2017,"Non-Adult",76,68
"tt6791096","I Feel Pretty",2018,"Non-Adult",57,67
"tt6792282","A Twelve-Year Night",2018,"Adult",75,83
"tt6792666","Gemini",2017,"Adult",57,55
"tt6794450","Dumb: The Story of Big Brother Magazine",2017,"Adult",74,74
"tt6796306","Kiss and Cry",2017,"Non-Adult",57,44
"tt6805862","The Coming Convergence",2017,"Adult",60,40
"tt6807324","Doe",2018,"Adult",56,46
"tt6811018","The Kid Who Would Be King",2019,"Non-Adult",61,64
"tt6820324","Timmy Failure: Mistakes Were Made",2020,"Non-Adult",60,73
"tt6821012","The Week Of",2018,"Non-Adult",52,60
"tt6829180","Welcome Home",2018,"Adult",53,61
"tt6833470","The Swing of Things",2020,"Adult",30,44
"tt6838918","Vault",2019,"Adult",55,56
"tt6842770","Wild Mountain Thyme",2020,"Non-Adult",58,61
"tt6843446","Undercover Brother 2",2019,"Adult",34,43
"tt6844138","Coven",2020,"Adult",28,58
"tt6850820","Peppermint",2018,"Adult",65,74
"tt6851966","Nigerian Prince",2018,"Adult",59,55
"tt6852872","Elizabeth Harvest",2018,"Adult",58,62
"tt6854672","Battle",2018,"Adult",59,57
"tt6859352","Support the Girls",2018,"Adult",64,62
"tt6869538","Detective Dee: The Four Heavenly Kings",2018,"Adult",63,55
"tt6882604","Archive",2020,"Adult",64,68
"tt6885956","Bathinda Express",2016,"Non-Adult",63,34
"tt6886574","Useless",2020,"Non-Adult",55,43
"tt6892462","The World Is Yours",2018,"Adult",63,58
"tt6893836","They'll Love Me When I'm Dead",2018,"Adult",74,81
"tt6900448","Mirai",2018,"Non-Adult",70,67
"tt6903636","Grace Jones: Bloodlight and Bami",2017,"Non-Adult",62,51
"tt6908274","Mirage",2018,"Adult",74,74
"tt6910020","Nothing to Lose",2018,"Non-Adult",24,55
"tt6910734","I Need You to Kill",2017,"Adult",72,43
"tt6911110","Slow Country",2017,"Adult",55,36
"tt6916348","The Warrior Queen of Jhansi",2019,"Adult",50,46
"tt6920356","The Souvenir",2019,"Adult",64,66
"tt6936350","Born Racer",2018,"Adult",62,45
"tt6937368","The Lift Boy",2019,"Adult",72,54
"tt6937724","Eye for an Eye",2019,"Adult",34,76
"tt6938828","At Eternity's Gate",2018,"Non-Adult",69,69
"tt6952960","The Kindergarten Teacher",2018,"Adult",67,80
"tt6977240","Starship Troopers: Traitor of Mars",2017,"Adult",55,59
"tt7002100","Coco",2017,"Non-Adult",72,87
"tt7019942","Super Deluxe",2019,"Adult",82,87
"tt7025388","Abigail",2019,"Non-Adult",48,56
"tt7029854","The Mansion",2017,"Non-Adult",46,50
"tt7043012","Velvet Buzzsaw",2019,"Adult",57,71
"tt7043534","General Commander",2019,"Adult",31,46
"tt7044076","The Cleaning Lady",2018,"Adult",55,55
"tt7052494","Trading Paint",2019,"Adult",45,50
"tt7057496","Forgotten",2017,"Adult",74,70
"tt7058080","Angel of Mine",2019,"Adult",64,63
"tt7073710","What Keeps You Alive",2018,"Adult",57,60
"tt7104578","Going for Gold",2018,"Non-Adult",48,46
"tt7125860","If Beale Street Could Talk",2018,"Adult",71,71
"tt7133686","Next Gen",2018,"Non-Adult",66,80
"tt7134096","The Rhythm Section",2020,"Adult",54,64
"tt7137380","Destroyer",2018,"Adult",62,66
"tt7139936","A Rainy Day in New York",2019,"Non-Adult",64,68
"tt7146812","Onward",2020,"Non-Adult",74,80
"tt7149730","The Silencing",2020,"Adult",63,66
"tt7149916","Edge of Fear",2018,"Adult",45,43
"tt7153434","Science Fair",2018,"Non-Adult",75,52
"tt7153766","Unsane",2018,"Adult",64,70
"tt7155460","Muramba",2017,"Non-Adult",80,53
"tt7158430","Hearts Beat Loud",2018,"Non-Adult",69,65
"tt7170950","Like Father",2018,"Adult",61,68
"tt7177642","Khido Khundi",2018,"Non-Adult",51,41
"tt7178226","The Cave",2019,"Non-Adult",75,61
"tt7183578","Project Gutenberg",2018,"Adult",68,59
"tt7184124","Night Comes On",2018,"Adult",67,52
"tt7186092","Nico, 1988",2017,"Adult",67,55
"tt7200946","Oh, Ramona!",2019,"Adult",48,50
"tt7205316","MILF",2018,"Adult",49,52
"tt7207238","Jane",2017,"Non-Adult",78,64
"tt7212754","Ludo",2020,"Non-Adult",76,68
"tt7218518","Pad Man",2018,"Non-Adult",78,87
"tt7227742","Plug Love",2017,"Adult",62,51
"tt7248248","Lucky Day",2019,"Adult",51,53
"tt7250056","Non-Fiction",2018,"Adult",64,57
"tt7252000","Maktub",2017,"Non-Adult",72,80
"tt7255884","Hush",2016,"Adult",66,73
"tt7256866","Father of the Year",2018,"Non-Adult",52,55
"tt7262384","The True Adventures of Wolfboy",2019,"Non-Adult",57,52
"tt7284204","Summer '03",2018,"Non-Adult",55,56
"tt7286916","The Dawn Wall",2017,"Non-Adult",81,72
"tt7291268","Gaga: Five Foot Two",2017,"Adult",70,79
"tt7294534","Arjun Reddy",2017,"Adult",79,65
"tt7295450","Between Worlds",2018,"Adult",39,56
"tt7296862","SPF-18",2017,"Non-Adult",32,39
"tt7302054","Supervized",2019,"Adult",51,48
"tt7304802","The Legacy of the Bones",2019,"Adult",64,60
"tt7304824","Offering to the Storm",2020,"Adult",62,58
"tt7315484","The Silence",2019,"Non-Adult",54,65
"tt7319822","Saving Zoë",2019,"Adult",54,53
"tt7322850","Raja the Great",2017,"Non-Adult",63,52
"tt7322864","Pup Star: World Tour",2018,"Non-Adult",41,38
"tt7329656","47 Meters Down: Uncaged",2019,"Non-Adult",50,63
"tt7329858","Pari",2018,"Non-Adult",66,70
"tt7332500","Ghost of the Mountains",2017,"Non-Adult",70,47
"tt7335796","Behind You",2020,"Adult",42,52
"tt7336684","The (Silent) War",2019,"Adult",55,44
"tt7339248","The Art of Self-Defense",2019,"Adult",66,68
"tt7358154","Burning Cane",2019,"Adult",54,58
"tt7365604","Dog Days",2018,"Non-Adult",62,60
"tt7370952","Bennett's War",2019,"Non-Adult",61,61
"tt7374948","Always Be My Maybe",2019,"Non-Adult",67,88
"tt7375578","The Escape of Prisoner 614",2018,"Non-Adult",46,47
"tt7391996","C/o Kancharapalem",2018,"Non-Adult",88,68
"tt7392212","Rangasthalam",2018,"Non-Adult",82,71
"tt7394816","Primal",2019,"Adult",49,60
"tt7395114","The Devil All the Time",2020,"Adult",71,89
"tt7411120","For the Love of Jessee",2020,"Non-Adult",60,43
"tt7423486","Escape and Evasion",2019,"Non-Adult",46,42
"tt7424290","Max Reload and the Nether Blasters",2020,"Non-Adult",49,50
"tt7427356","The Last Laugh",2019,"Adult",56,56
"tt7434324","Low Tide",2019,"Adult",63,57
"tt7435316","The Glorias",2020,"Adult",61,55
"tt7440432","Quincy",2018,"Adult",76,79
"tt7456312","The Last Thing He Wanted",2020,"Adult",44,48
"tt7458762","The Wolf's Call",2019,"Non-Adult",69,67
"tt7460806","The Festival",2018,"Adult",58,61
"tt7465992","Mahanati",2018,"Non-Adult",84,86
"tt7471004","Aval",2017,"Non-Adult",67,68
"tt7474914","Unbridled",2018,"Non-Adult",50,47
"tt7476236","Minding the Gap",2018,"Adult",80,90
"tt7486356","Mr. Chandramouli",2018,"Adult",51,38
"tt7488208","Over the Moon",2020,"Non-Adult",63,84
"tt7489816","Nothing to Hide",2018,"Adult",68,62
"tt7502214","Seven Sundays",2017,"Non-Adult",76,53
"tt7511008","Paradise Beach",2019,"Adult",47,48
"tt7524414","Beats",2019,"Adult",71,65
"tt7525514","Bad Reputation",2018,"Adult",73,56
"tt7525778","The Package",2018,"Adult",56,67
"tt7527538","Jefe",2018,"Adult",55,38
"tt7530986","Lady J",2018,"Non-Adult",68,69
"tt7533152","The Boy Who Harnessed the Wind",2019,"Non-Adult",76,89
"tt7544820","Too Funny to Fail: The Life & Death of The Dana Carvey Show",2017,"Adult",77,60
"tt7545524","Ben Is Back",2018,"Adult",67,65
"tt7545566","Skate Kitchen",2018,"Adult",68,60
"tt7547410","Dora and the Lost City of Gold",2019,"Non-Adult",61,68
"tt7549996","Judy",2019,"Non-Adult",68,71
"tt7550000","Project Power",2020,"Adult",60,69
"tt7556122","The Old Guard",2020,"Adult",67,78
"tt7557108","Saint Maud",2019,"Adult",66,71
"tt7558302","Lying and Stealing",2019,"Adult",55,64
"tt7562334","Lady Driver",2020,"Non-Adult",59,51
"tt7573844","Into the Okavango",2018,"Non-Adult",75,50
"tt7585674","Sat Shri Akaal England",2017,"Non-Adult",53,39
"tt7588790","Voyeur",2017,"Adult",61,72
